config,median_tok_s,ttft_ms,itl_p50,itl_p95,mem_per_card_mib,temp_core,temp_mem,power_w,quality_log,decision
phase63-c1-baseline;ts=1;1;1;1;th=8;par=1;ctx=16384;fa=auto;ctk=default;ctv=default;b=2048;ub=512;mmap=yes,17.73,0,660,890,33342;42312;41646;32656,41;42;41;43,53;55;54;55,40.5;44.5;40.9;42.1,results/phase63/quality.jsonl,measured
